PIR Sensor Frequency,ulrasonic1,ulrasonic2,microphone1,microphone2,microphone3,microphone4,microphone5,Turbidity,Obstacle
10776.15,422.78,419.98,157.38,126.1,153.47,155.0,510.26,18.0,Mine
10776.15,422.78,419.96,157.38,94.82,154.45,155.0,511.24,28.0,Mine
511.24,421.75,419.88,157.38,132.94,150.54,154.0,510.26,42.0,Mine
10776.15,422.8,419.98,157.38,137.83,149.56,155.0,509.29,29.0,Mine
10776.15,422.68,419.86,157.38,104.59,149.56,155.0,510.26,7.0,Mine
10776.15,422.66,419.88,157.38,136.85,150.54,155.0,508.31,15.0,Mine
511.24,421.71,419.86,9794.72,-120.23,150.54,156.0,509.29,19.0,Mine
511.24,421.41,10000.0,127.08,9801.56,9801.56,157.0,-453.57,4.0,Mine
511.24,420.31,419.58,127.08,9801.56,9941.35,157.0,-453.57,15.0,Mine
511.24,420.44,419.7,128.05,9801.56,152.49,157.0,-453.57,28.0,Mine
511.24,420.44,419.74,127.08,9800.59,150.54,157.0,-454.55,4.0,Mine
511.24,420.43,419.69,128.05,9801.56,153.47,157.0,-453.57,13.0,Mine
511.24,420.32,419.6,128.05,9800.59,152.49,158.0,-453.57,13.0,Mine
511.24,420.34,419.58,128.05,9801.56,152.49,157.0,-454.55,11.0,Mine
511.24,420.32,419.64,129.03,9801.56,152.49,156.0,-453.57,10.0,Mine
511.24,420.44,419.74,129.03,9801.56,152.49,156.0,-454.55,6.0,Mine
511.24,420.43,419.69,128.05,9801.56,152.49,156.0,-453.57,13.0,Mine
511.24,420.34,419.58,128.05,9801.56,152.49,157.0,-453.57,3.0,Mine
511.24,420.32,419.62,127.08,9801.56,152.49,156.0,-454.55,19.0,Mine
511.24,420.34,419.64,129.03,9801.56,9961.88,157.0,-454.55,9.0,Mine
511.24,420.41,419.69,130.01,9800.59,9812.32,157.0,-453.57,16.0,Mine
511.24,420.34,419.65,128.05,9800.59,9799.61,157.0,-454.55,1.0,Mine
511.24,420.34,419.6,128.05,-182.8,9798.63,157.0,-454.55,18.0,Mine
511.24,420.34,419.58,130.01,458.46,9798.63,157.0,-454.55,3.0,Mine
511.24,420.44,419.7,130.01,492.67,9799.61,157.0,-454.55,13.0,Mine
511.24,420.44,419.74,129.03,484.85,9799.61,156.0,-454.55,2.0,Mine
511.24,420.34,419.57,130.01,24.44,9799.61,157.0,-453.57,13.0,Mine
511.24,420.34,419.57,128.05,10021.51,9799.61,157.0,-454.55,11.0,Mine
511.24,420.44,419.74,130.01,175.95,9799.61,157.0,-454.55,16.0,Mine
511.24,420.41,419.74,130.01,483.87,9798.63,157.0,-453.57,19.0,Mine
511.24,420.31,419.57,130.01,498.53,9799.61,157.0,-453.57,2.0,Mine
511.24,420.34,419.22,129.03,355.82,9815.25,156.0,-453.57,8.0,Mine
511.24,420.43,419.74,129.03,168.13,9817.2,156.0,-453.57,2.0,Mine
511.24,420.44,419.69,130.01,484.85,9805.47,156.0,-454.55,2.0,Mine
511.24,420.32,419.22,130.01,26.38,9830.89,157.0,-453.57,15.0,Mine
511.24,420.27,419.57,130.01,504.4,9905.18,157.0,-454.55,6.0,Mine
511.24,420.34,419.58,130.01,506.35,9812.32,157.0,-453.57,18.0,Mine
511.24,420.39,419.69,130.99,26.38,9799.61,156.0,-453.57,30.0,Mine
511.24,420.41,419.69,130.01,506.35,9817.2,157.0,-453.57,8.0,Mine
511.24,420.32,419.69,130.01,26.38,149.56,156.0,-454.55,34.0,Mine
511.24,420.27,419.21,130.99,506.35,143.7,157.0,-454.55,39.0,Mine
10776.15,421.25,419.72,131.96,502.44,9873.9,157.0,-454.55,3.0,Mine
10776.15,421.3,419.82,131.96,502.44,9875.86,157.0,-454.55,3.0,Mine
10776.15,421.2,419.7,130.99,26.38,9798.63,156.0,-454.55,14.0,Mine
511.24,420.29,419.22,130.99,506.35,152.49,157.0,-453.57,39.0,Mine
511.24,420.39,419.67,130.99,506.35,152.49,157.0,10767.35,11.0,Mine
511.24,420.29,419.33,131.96,26.38,152.49,157.0,-454.55,38.0,Mine
511.24,420.29,419.57,131.96,506.35,153.47,157.0,-454.55,40.0,Mine
511.24,420.41,419.69,132.94,9801.56,152.49,157.0,-453.57,30.0,Mine
511.24,420.37,419.69,132.94,9801.56,153.47,157.0,-453.57,6.0,Mine
511.24,420.29,419.22,132.94,506.35,152.49,157.0,-455.52,26.0,Mine
10776.15,421.27,419.7,132.94,28.33,153.47,157.0,-453.57,26.0,Mine
10776.15,421.3,419.43,133.92,26.38,153.47,156.0,-454.55,46.0,Mine
10776.15,421.25,419.72,133.92,506.35,152.49,156.0,-454.55,1.0,Mine
511.24,420.29,419.33,133.92,9800.59,152.49,156.0,-453.57,8.0,Mine
511.24,420.27,419.19,133.92,506.35,152.49,156.0,-453.57,28.0,Mine
511.24,420.37,419.64,133.92,506.35,153.47,156.0,-453.57,20.0,Mine
511.24,420.37,419.65,133.92,9801.56,150.54,156.0,-453.57,7.0,Mine
511.24,420.44,419.81,134.9,506.35,9989.25,156.0,-453.57,3.0,Mine
511.24,420.98,419.77,135.87,506.35,152.49,157.0,-453.57,50.0,Mine
511.24,421.1,419.72,134.9,9802.54,152.49,156.0,-453.57,14.0,Mine
511.24,421.22,10594.62,133.92,28.33,153.47,156.0,-453.57,14.0,Rock
511.24,421.13,10019.72,133.92,506.35,153.47,156.0,-453.57,6.0,Rock
511.24,421.1,10019.95,134.9,506.35,153.47,157.0,-453.57,2.0,Rock
511.24,421.23,10594.5,133.92,506.35,153.47,156.0,-453.57,13.0,Rock
511.24,421.22,10594.64,134.9,506.35,152.49,156.0,-453.57,10.0,Rock
511.24,421.15,422.75,135.87,9801.56,153.47,156.0,-453.57,14.0,Mine
511.24,421.08,419.79,135.87,506.35,153.47,156.0,-454.55,27.0,Mine
511.24,10595.14,420.87,135.87,506.35,153.47,156.0,-454.55,28.0,Rock
511.24,10595.14,420.79,135.87,28.33,152.49,156.0,-454.55,8.0,Rock
511.24,421.61,419.95,136.85,9801.56,152.49,156.0,-454.55,16.0,Mine
511.24,419.81,10000.0,156.4,509.29,149.56,151.0,509.29,38.0,Rock
511.24,419.91,420.92,158.36,511.24,150.54,150.0,9807.43,13.0,Mine
511.24,419.81,420.84,158.36,509.29,150.54,150.0,9807.43,7.0,Mine
511.24,419.82,420.82,158.36,510.26,150.54,151.0,9807.43,12.0,Mine
511.24,419.96,420.94,157.38,509.29,150.54,150.0,9808.41,27.0,Mine
511.24,419.81,420.8,157.38,510.26,150.54,150.0,9807.43,15.0,Mine
511.24,419.93,420.92,158.36,510.26,151.52,150.0,9807.43,4.0,Mine
511.24,419.81,420.87,157.38,510.26,150.54,150.0,508.31,50.0,Mine
511.24,419.91,420.91,158.36,510.26,149.56,150.0,9808.41,2.0,Mine
511.24,419.82,420.87,158.36,509.29,150.54,150.0,9807.43,13.0,Mine
511.24,419.95,420.92,158.36,510.26,150.54,151.0,9808.41,15.0,Mine
511.24,419.91,420.92,157.38,509.29,150.54,150.0,9808.41,1.0,Mine
511.24,419.84,420.82,158.36,510.26,150.54,150.0,9808.41,26.0,Mine
511.24,419.93,420.91,158.36,510.26,150.54,150.0,509.29,27.0,Mine
511.24,419.93,420.92,158.36,510.26,150.54,9796.68,509.29,2.0,Mine
511.24,419.93,10594.88,156.4,510.26,149.56,154.0,509.29,1.0,Rock
511.24,419.86,420.96,157.38,509.29,150.54,9797.65,509.29,2.0,Mine
511.24,419.84,420.96,157.38,509.29,150.54,9795.7,509.29,12.0,Mine
511.24,10595.31,422.09,158.36,510.26,150.54,154.0,508.31,1.0,Rock
511.24,419.96,421.49,158.36,510.26,150.54,9797.65,508.31,15.0,Mine
511.24,419.89,420.98,158.36,510.26,150.54,154.0,9807.43,28.0,Mine
511.24,419.95,421.53,159.34,510.26,150.54,155.0,509.29,25.0,Mine
511.24,419.88,420.92,158.36,510.26,150.54,155.0,509.29,27.0,Mine
511.24,419.88,420.98,158.36,510.26,150.54,155.0,509.29,44.0,Mine
511.24,419.89,10594.66,157.38,509.29,150.54,155.0,510.26,14.0,Rock
511.24,419.96,421.47,158.36,510.26,151.52,155.0,9808.41,14.0,Mine
511.24,419.84,420.92,157.38,509.29,150.54,155.0,9808.41,9.0,Mine
511.24,419.96,421.51,157.38,510.26,150.54,155.0,9808.41,1.0,Mine
511.24,419.86,420.94,158.36,510.26,150.54,155.0,9807.43,16.0,Mine
511.24,419.95,421.46,158.36,509.29,150.54,155.0,9808.41,18.0,Mine
511.24,420.0,421.08,158.36,508.31,150.54,155.0,9808.41,6.0,Mine
511.24,420.77,420.94,158.36,510.26,149.56,155.0,9808.41,10.0,Mine
511.24,419.88,420.94,157.38,510.26,150.54,154.0,9808.41,5.0,Mine
511.24,419.86,420.96,157.38,510.26,150.54,153.0,9809.38,7.0,Mine
511.24,419.86,420.94,157.38,510.26,150.54,155.0,509.29,43.0,Mine
511.24,419.89,420.94,157.38,511.24,149.56,155.0,9809.38,2.0,Mine
511.24,419.86,420.92,157.38,510.26,150.54,153.0,9808.41,13.0,Mine
511.24,419.98,421.49,9796.68,510.26,149.56,154.0,509.29,10.0,Mine
511.24,419.98,421.08,9796.68,510.26,150.54,154.0,509.29,6.0,Mine
511.24,419.98,421.44,9796.68,510.26,150.54,155.0,509.29,26.0,Mine
511.24,419.88,420.96,155.43,510.26,150.54,154.0,510.26,25.0,Mine
511.24,419.98,421.46,158.36,509.29,150.54,155.0,510.26,45.0,Mine
511.24,419.96,10594.76,156.4,510.26,150.54,154.0,509.29,15.0,Rock
511.24,419.86,420.99,9795.7,508.31,150.54,156.0,508.31,14.0,Mine
511.24,419.88,421.35,9796.68,509.29,149.56,155.0,509.29,27.0,Mine
511.24,419.88,420.96,9796.68,510.26,150.54,155.0,509.29,8.0,Mine
511.24,419.96,421.47,158.36,510.26,150.54,154.0,509.29,41.0,Mine
511.24,419.88,421.04,9796.68,510.26,150.54,154.0,510.26,3.0,Mine
511.24,419.96,10594.71,157.38,511.24,150.54,154.0,509.29,6.0,Rock
511.24,420.0,10594.74,156.4,510.26,150.54,155.0,509.29,4.0,Rock
511.24,419.89,10594.79,156.4,509.29,149.56,154.0,510.26,17.0,Rock
511.24,419.84,420.96,9796.68,509.29,150.54,155.0,509.29,13.0,Mine
511.24,419.98,421.42,9796.68,509.29,150.54,154.0,509.29,11.0,Mine
511.24,419.98,421.54,9795.7,510.26,149.56,154.0,509.29,2.0,Mine
511.24,421.7,421.66,9796.68,510.26,150.54,154.0,508.31,9.0,Mine
511.24,419.95,421.53,9796.68,510.26,150.54,155.0,508.31,4.0,Mine
511.24,10595.31,422.3,157.38,510.26,150.54,154.0,509.29,4.0,Rock
511.24,420.13,421.11,9795.7,509.29,149.56,154.0,509.29,8.0,Mine
511.24,419.96,421.13,9795.7,509.29,150.54,155.0,510.26,4.0,Mine
511.24,419.96,421.49,157.38,9798.63,150.54,154.0,508.31,3.0,Mine
511.24,419.93,421.54,157.38,510.26,151.52,154.0,508.31,49.0,Mine
511.24,419.96,421.11,159.34,9798.63,149.56,154.0,509.29,14.0,Mine
511.24,419.95,421.13,158.36,9798.63,150.54,154.0,509.29,13.0,Mine
511.24,419.96,421.54,157.38,9798.63,150.54,153.0,509.29,12.0,Mine
511.24,419.96,421.15,158.36,510.26,150.54,155.0,510.26,27.0,Mine
511.24,419.93,421.54,158.36,9797.65,149.56,154.0,509.29,12.0,Mine
511.24,420.07,421.23,158.36,9798.63,150.54,155.0,509.29,7.0,Mine
511.24,419.93,421.54,158.36,9798.63,149.56,154.0,510.26,46.0,Mine
511.24,419.93,421.54,158.36,9798.63,150.54,154.0,510.26,10.0,Mine
511.24,420.07,421.23,158.36,510.26,150.54,155.0,510.26,24.0,Mine
511.24,419.93,421.56,158.36,9798.63,150.54,154.0,509.29,18.0,Mine
511.24,419.93,421.54,158.36,9798.63,150.54,154.0,510.26,11.0,Mine
511.24,420.05,421.65,158.36,509.29,150.54,155.0,510.26,,Mine
511.24,419.93,10594.76,157.38,509.29,150.54,154.0,510.26,17.0,Rock
511.24,419.89,10594.74,157.38,510.26,150.54,155.0,508.31,19.0,Rock
511.24,419.89,10019.95,156.4,509.29,150.54,154.0,509.29,29.0,Rock
511.24,419.91,10594.62,157.38,9798.63,149.56,154.0,510.26,12.0,Mine
511.24,419.91,421.59,157.38,9798.63,150.54,154.0,509.29,13.0,Mine
511.24,420.05,10594.74,157.38,9798.63,149.56,154.0,510.26,4.0,Mine
511.24,420.03,10594.85,156.4,509.29,149.56,155.0,509.29,12.0,Rock
511.24,419.93,10594.83,156.4,509.29,149.56,154.0,509.29,3.0,Rock
511.24,419.93,10594.79,156.4,510.26,150.54,154.0,509.29,28.0,Rock
511.24,419.91,10594.76,156.4,510.26,149.56,154.0,509.29,29.0,Rock
511.24,419.95,10594.6,156.4,9798.63,149.56,154.0,509.29,28.0,Mine
511.24,420.03,10594.71,157.38,510.26,150.54,155.0,509.29,38.0,Mine
511.24,420.03,10594.72,156.4,509.29,149.56,154.0,509.29,18.0,Rock
511.24,419.96,10594.71,156.4,509.29,150.54,154.0,510.26,28.0,Rock
511.24,419.91,421.61,158.36,9807.43,150.54,154.0,509.29,14.0,Mine
511.24,419.91,421.59,158.36,9809.38,150.54,155.0,508.31,12.0,Mine
511.24,420.03,421.25,157.38,510.26,150.54,154.0,509.29,28.0,Mine
511.24,419.93,421.18,157.38,9800.59,149.56,154.0,509.29,2.0,Mine
511.24,419.93,421.61,158.36,510.26,150.54,154.0,509.29,33.0,Mine
511.24,419.93,10594.54,157.38,509.29,149.56,154.0,509.29,17.0,Rock
511.24,420.03,10594.64,157.38,510.26,149.56,154.0,510.26,10.0,Rock
511.24,420.01,10594.69,157.38,9797.65,149.56,154.0,509.29,19.0,Mine
511.24,419.91,10594.76,156.4,510.26,150.54,154.0,510.26,4.0,Rock
511.24,419.91,10594.69,157.38,509.29,149.56,154.0,509.29,4.0,Rock
511.24,419.93,10594.74,156.4,510.26,150.54,153.0,508.31,19.0,Rock
511.24,419.93,10594.55,157.38,28.33,150.54,154.0,509.29,7.0,Rock
511.24,420.05,422.06,159.34,9805.47,150.54,153.0,510.26,6.0,Mine
511.24,419.93,421.58,157.38,510.26,150.54,154.0,509.29,26.0,Mine
511.24,419.95,421.18,158.36,509.29,150.54,154.0,509.29,20.0,Mine
511.24,420.05,421.34,158.36,510.26,150.54,154.0,510.26,27.0,Mine
511.24,10595.17,422.71,158.36,510.26,149.56,155.0,509.29,28.0,Rock
511.24,10595.26,422.69,157.38,509.29,149.56,154.0,509.29,12.0,Rock
511.24,432.4,421.54,157.38,510.26,149.56,154.0,508.31,42.0,Mine
511.24,419.91,421.18,158.36,509.29,150.54,155.0,508.31,41.0,Mine
511.24,420.0,421.29,158.36,9798.63,150.54,154.0,510.26,4.0,Mine
511.24,422.18,421.68,158.36,9798.63,149.56,154.0,509.29,6.0,Mine
511.24,420.0,421.23,157.38,509.29,150.54,154.0,509.29,22.0,Mine
511.24,420.07,421.27,158.36,510.26,149.56,155.0,510.26,44.0,Mine
511.24,420.07,421.29,157.38,509.29,9795.7,154.0,510.26,1.0,Mine
511.24,419.95,421.23,157.38,510.26,9796.68,154.0,509.29,14.0,Mine
511.24,419.96,421.23,158.36,510.26,9796.68,154.0,510.26,11.0,Mine
511.24,420.08,421.34,157.38,510.26,9797.65,154.0,509.29,4.0,Mine
511.24,420.07,421.32,158.36,510.26,150.54,155.0,509.29,30.0,Mine
511.24,419.98,421.22,157.38,510.26,9798.63,155.0,509.29,11.0,Mine
511.24,420.07,10594.69,156.4,510.26,150.54,155.0,508.31,9.0,Rock
511.24,420.07,10594.69,157.38,510.26,149.56,154.0,509.29,14.0,Rock
511.24,420.08,10594.76,156.4,511.24,154.45,154.0,509.29,8.0,Rock
511.24,419.95,421.22,157.38,509.29,149.56,155.0,510.26,37.0,Mine
511.24,420.08,421.53,157.38,510.26,9796.68,154.0,509.29,8.0,Mine
511.24,419.98,421.42,158.36,510.26,150.54,154.0,509.29,47.0,Mine
511.24,420.08,10594.64,156.4,510.26,154.45,154.0,509.29,26.0,Rock
511.24,420.07,10594.69,156.4,510.26,150.54,154.0,510.26,5.0,Rock
511.24,420.05,10594.74,157.38,510.26,149.56,155.0,510.26,17.0,Rock
511.24,419.93,421.39,158.36,510.26,9795.7,154.0,509.29,29.0,Mine
511.24,420.07,421.53,157.38,509.29,9796.68,154.0,508.31,3.0,Mine
511.24,419.95,421.41,158.36,509.29,9797.65,154.0,509.29,10.0,Mine
511.24,420.03,421.35,158.36,510.26,9797.65,154.0,509.29,29.0,Mine
511.24,420.03,10594.69,157.38,510.26,154.45,154.0,510.26,12.0,Rock
511.24,420.03,10594.72,157.38,510.26,150.54,155.0,509.29,9.0,Rock
511.24,419.98,10594.64,157.38,510.26,151.52,155.0,508.31,27.0,Rock
511.24,419.93,421.42,157.38,511.24,9796.68,155.0,509.29,10.0,Mine
511.24,420.07,422.06,158.36,511.24,9796.68,154.0,508.31,2.0,Mine
511.24,419.93,421.41,158.36,511.24,151.52,155.0,509.29,27.0,Mine
511.24,419.93,421.42,158.36,9797.65,150.54,154.0,509.29,29.0,Mine
511.24,420.08,421.51,157.38,510.26,152.49,155.0,510.26,40.0,Mine
511.24,10595.31,422.95,158.36,510.26,151.52,154.0,509.29,1.0,Rock
511.24,10595.22,422.93,158.36,509.29,152.49,155.0,509.29,28.0,Rock
511.24,419.96,421.39,159.34,509.29,9798.63,153.0,509.29,18.0,Mine
511.24,419.98,421.42,158.36,510.26,9795.7,154.0,509.29,7.0,Mine
511.24,420.1,422.25,158.36,510.26,9795.7,154.0,509.29,1.0,Mine
511.24,420.01,421.82,158.36,510.26,9795.7,154.0,509.29,14.0,Mine
511.24,420.08,421.51,158.36,510.26,155.43,154.0,509.29,30.0,Mine
511.24,420.08,421.51,158.36,509.29,9796.68,154.0,508.31,19.0,Mine
511.24,419.96,421.39,158.36,9797.65,153.47,155.0,510.26,16.0,Mine
511.24,419.96,421.37,158.36,510.26,150.54,155.0,9808.41,6.0,Mine
511.24,420.1,422.33,158.36,509.29,9795.7,154.0,508.31,17.0,Mine
511.24,420.07,421.51,157.38,509.29,150.54,154.0,510.26,50.0,Mine
511.24,420.07,421.53,157.38,510.26,152.49,154.0,508.31,28.0,Mine
511.24,419.98,421.39,158.36,509.29,9796.68,154.0,509.29,4.0,Mine
511.24,10595.19,422.97,157.38,509.29,150.54,155.0,509.29,7.0,Rock
511.24,420.39,421.42,157.38,510.26,151.52,154.0,509.29,33.0,Mine
511.24,419.95,421.41,157.38,508.31,150.54,154.0,509.29,31.0,Mine
511.24,419.91,421.37,158.36,509.29,9796.68,154.0,509.29,15.0,Mine
511.24,420.48,421.54,158.36,509.29,9796.68,148.0,508.31,15.0,Mine
511.24,420.01,421.51,158.36,510.26,9796.68,154.0,509.29,9.0,Mine
511.24,419.93,421.77,158.36,510.26,9796.68,154.0,508.31,13.0,Mine
511.24,420.01,421.39,158.36,509.29,153.47,155.0,510.26,43.0,Mine
511.24,420.03,421.51,9796.68,510.26,153.47,155.0,509.29,7.0,Mine
511.24,420.0,421.35,9796.68,511.24,152.49,154.0,509.29,28.0,Mine
511.24,420.01,421.34,9796.68,508.31,153.47,155.0,509.29,13.0,Mine
511.24,419.91,421.41,9796.68,510.26,153.47,154.0,510.26,10.0,Mine
511.24,420.01,421.41,9796.68,509.29,152.49,154.0,510.26,13.0,Mine
511.24,420.01,421.49,9796.68,510.26,152.49,154.0,509.29,9.0,Mine
511.24,420.01,421.34,9796.68,510.26,153.47,155.0,509.29,2.0,Mine
511.24,419.91,421.29,157.38,510.26,153.47,155.0,509.29,43.0,Mine
511.24,420.0,421.46,158.36,509.29,152.49,154.0,509.29,26.0,Mine
511.24,420.0,421.46,158.36,510.26,152.49,155.0,509.29,38.0,Mine
511.24,420.01,10594.72,157.38,511.24,152.49,154.0,510.26,29.0,Rock
511.24,420.01,10594.81,156.4,509.29,152.49,155.0,509.29,4.0,Rock
511.24,419.91,422.14,157.38,510.26,152.49,154.0,509.29,27.0,Mine
511.24,419.89,421.29,158.36,511.24,152.49,154.0,509.29,39.0,Mine
511.24,419.91,10019.69,157.38,510.26,153.47,155.0,509.29,13.0,Rock
511.24,419.91,10594.69,157.38,510.26,152.49,155.0,509.29,9.0,Rock
511.24,419.89,10594.62,156.4,511.24,153.47,155.0,510.26,2.0,Rock
511.24,419.91,10594.6,157.38,510.26,153.47,155.0,509.29,11.0,Rock
511.24,420.01,10594.76,156.4,510.26,152.49,154.0,510.26,16.0,Rock
511.24,419.91,10594.62,156.4,510.26,152.49,154.0,510.26,8.0,Rock
511.24,419.91,352.45,158.36,510.26,152.49,154.0,509.29,36.0,Mine
511.24,419.91,10594.6,157.38,510.26,153.47,154.0,509.29,15.0,Rock
511.24,419.93,421.77,158.36,509.29,152.49,154.0,510.26,27.0,Mine
511.24,420.03,421.46,158.36,509.29,152.49,154.0,9811.34,5.0,Mine
511.24,420.34,421.41,157.38,510.26,152.49,154.0,508.31,42.0,Mine
511.24,10595.0,422.97,158.36,510.26,152.49,155.0,510.26,14.0,Rock
511.24,10594.98,422.97,158.36,510.26,153.47,155.0,509.29,10.0,Rock
511.24,10594.98,422.93,158.36,510.26,153.47,155.0,509.29,7.0,Rock
511.24,10594.98,422.93,158.36,510.26,153.47,155.0,509.29,16.0,Rock
511.24,419.98,421.34,158.36,511.24,153.47,154.0,509.29,40.0,Mine
511.24,422.25,422.06,159.34,511.24,153.47,155.0,509.29,39.0,Mine
511.24,10595.1,422.9,157.38,511.24,152.49,155.0,510.26,8.0,Rock
511.24,10595.14,422.88,157.38,510.26,153.47,155.0,509.29,28.0,Rock
511.24,419.89,421.35,158.36,510.26,153.47,155.0,509.29,26.0,Mine
511.24,420.01,421.35,9796.68,510.26,152.49,155.0,510.26,6.0,Mine
511.24,433.42,421.77,157.38,510.26,153.47,155.0,509.29,20.0,Mine
511.24,10595.1,422.83,158.36,510.26,153.47,155.0,509.29,22.0,Mine
511.24,10594.98,422.87,10055.72,510.26,152.49,154.0,509.29,28.0,Rock
511.24,432.52,421.82,158.36,510.26,152.49,155.0,509.29,28.0,Mine
511.24,10595.22,422.85,158.36,510.26,152.49,154.0,509.29,15.0,Rock
511.24,432.68,421.92,9796.68,510.26,152.49,155.0,510.26,3.0,Mine
511.24,420.0,421.44,9795.7,509.29,152.49,155.0,509.29,16.0,Mine
511.24,419.91,421.35,9796.68,509.29,153.47,155.0,509.29,2.0,Mine
511.24,419.91,421.3,158.36,510.26,152.49,154.0,509.29,38.0,Mine
511.24,420.01,421.46,158.36,509.29,153.47,155.0,510.26,36.0,Mine
511.24,419.89,421.34,9796.68,510.26,153.47,155.0,509.29,6.0,Mine
511.24,419.91,421.77,9797.65,510.26,152.49,154.0,510.26,17.0,Mine
511.24,419.91,421.34,9795.7,510.26,152.49,155.0,510.26,10.0,Mine
511.24,422.09,422.06,9795.7,510.26,151.52,154.0,509.29,1.0,Mine
511.24,420.08,421.46,9796.68,510.26,153.47,155.0,509.29,10.0,Mine
511.24,419.98,421.34,158.36,510.26,152.49,154.0,509.29,26.0,Mine
